# Legalization file
0 0      1 16      2295 144
11354   224.23502 1684.9758    2 16
11355   739.28894 850.6229    2 16
11356   806.02747 1422.0039    2 16
11357   743.4727 1328.4637    8 16
11358   306.60004 919.5125    14 16
11359   622.87036 625.17163    2 16
11360   883.4521 407.64658    8 16
11361   451.76575 2213.8945    14 16
11362   313.44336 318.9198    8 16
11363   345.88217 1475.3916    14 16
11364   1024.0215 1893.391    42 16
11365   1619.7979 -6.897829    4 16
11366   535.50397 881.83923    18 16
11367   367.29883 1284.8447    14 16
11368   717.3367 1474.7483    2 16
11369   576.4707 919.5302    2 16
11370   30.391655 1102.2207    8 16
11371   60.486534 750.3177    12 16
11372   686.678 2130.8872    14 16
11373   596.55597 1200.3042    6 16
11374   366.0498 730.2263    6 16
11375   434.9416 601.1172    14 16
11376   190.10516 2101.623    14 16
11377   354.61688 1446.5881    2 16
11378   158.77597 1329.9829    10 16
11379   1282.3105 1063.0363    63 128
11380   726.82947 1074.0554    2 16
11381   772.2706 2019.645    16 16
11382   359.6738 1541.9939    16 16
11383   536.33856 1193.9146    4 16
11384   5.0192795 264.03528    8 16
11385   302.2813 1432.3706    2 16
11386   611.08154 535.03674    12 16
11387   59.486534 701.3203    14 16
11388   503.05676 120.77985    6 16
11389   1180.6687 1239.1382    6 16
11390   781.48865 2155.4956    6 16
11391   650.50793 846.06384    18 16
11392   255.26523 451.53806    4 16
11393   1593.8881 2139.8896    24 16
11394   684.57654 1171.0831    6 16
11395   653.71655 613.0637    18 16
11396   302.90192 2253.6558    14 16
11397   366.0177 987.59064    8 16
11398   147.9177 398.7207    12 16
11399   329.0644 1432.7865    2 16
11400   103.966896 520.829    8 16
11401   79.350555 367.01807    12 16
11402   547.8789 199.3656    8 16
11403   127.789215 1114.1317    14 16
11404   612.68677 1413.6533    6 16
11405   736.0186 2176.4497    14 16
11406   262.64798 604.8572    4 16
11407   720.49414 1428.706    8 16
11408   877.57947 2213.5952    14 16
11409   991.56433 1146.9998    24 16
11410   721.42224 582.96924    4 16
11411   759.45795 758.3424    2 16
11412   652.99603 1582.0984    6 16
11413   176.06628 1219.582    14 16
11414   863.004 1081.8464    26 16
11415   732.8998 1645.215    10 16
11416   378.8204 431.52325    4 16
11417   283.35785 1685.7422    2 16
11418   671.83234 2218.3003    6 16
11419   11.36923 740.79004    12 16
11420   336.15005 113.51868    14 16
11421   879.90015 46.576103    4 16
11422   182.32327 799.61597    8 16
11423   584.31323 2053.9487    2 16
11424   799.0596 354.70502    8 16
11425   503.23254 477.02417    8 16
11426   843.5056 441.83282    8 16
11427   403.60052 313.12543    4 16
11428   631.3907 451.80914    4 16
11429   166.7492 505.51074    8 16
11430   707.8426 369.7954    2 16
11431   91.91412 985.1168    8 16
11432   155.73154 89.70627    4 16
11433   482.8634 2207.6914    4 16
11434   1703.9434 433.3319    24 16
11435   377.90448 968.7261    6 16
11436   309.46646 95.73001    14 16
11437   1440.2705 1832.1023    42 16
11438   636.79553 2174.2842    14 16
11439   428.68103 300.69046    16 16
11440   1164.7834 861.2439    84 96
11441   75.04296 1297.5239    12 16
11442   1025.7305 496.44864    28 16
11443   770.074 191.04544    8 16
11444   284.47668 1624.0962    2 16
11445   576.3285 992.6528    2 16
11446   99.51419 1093.9596    2 16
11447   1259.8728 713.3109    101 80
11448   156.12834 1653.8589    2 16
11449   75.07048 1378.708    14 16
11450   428.99756 97.45233    14 16
11451   660.5022 524.1805    4 16
11452   210.5686 1171.5208    2 16
11453   496.956 1612.9292    6 16
11454   1349.9546 759.0204    42 16
11455   837.3075 304.4486    14 16
11456   128.65868 1371.4358    20 16
11457   1514.7747 1524.5098    101 80
11458   245.15652 1373.0486    6 16
11459   768.6931 412.02637    12 16
11460   640.66406 724.95264    6 16
11461   816.15344 406.79868    16 16
11462   249.97665 666.58374    8 16
11463   255.04193 1391.9419    12 16
11464   350.3318 558.6321    8 16
11465   813.7385 117.83756    8 16
11466   637.31683 1416.2148    14 16
11467   202.58768 421.19604    12 16
11468   142.11885 710.0857    14 16
11469   624.2147 1150.2833    6 16
11470   599.85657 688.95264    18 16
11471   617.03503 369.89264    6 16
11472   444.31146 2200.3965    16 16
11473   417.49747 2199.666    12 16
11474   14.41741 596.662    8 16
11475   681.18243 1614.6477    2 16
11476   136.38931 1681.0305    2 16
11477   1425.5869 429.04907    6 16
11478   360.55484 1491.8652    14 16
11479   260.63544 246.7154    6 16
11480   717.3367 1466.6653    2 16
11481   30.710773 462.09778    28 16
11482   386.75336 1594.4052    14 16
11483   214.00034 502.79694    8 16
11484   364.65942 163.32877    14 16
11485   560.1866 902.8286    2 16
11486   808.0596 818.4419    2 16
11487   623.2765 2196.52    14 16
11488   295.7729 1357.0244    12 16
11489   1686.1868 533.1873    42 16
11490   249.30273 918.6424    14 16
11491   32.317852 1018.98926    4 16
11492   862.5591 5.306094    2 16
11493   1643.2577 1818.4875    24 16
11494   355.7718 1679.6509    2 16
11495   113.905815 1308.3679    12 16
11496   799.50684 911.07916    26 16
11497   872.3756 163.5666    101 80
11498   344.25183 1646.6675    16 16
11499   236.36398 2274.7153    6 16
11500   286.70602 2273.359    14 16
11501   310.96097 484.90045    8 16
11502   571.8109 1071.997    2 16
11503   62.145996 1323.9075    12 16
11504   583.65894 2188.3762    4 16
11505   564.5924 2139.5083    16 16
11506   855.2234 697.9153    4 16
11507   9.0504465 559.4302    4 16
11508   570.197 577.86597    8 16
11509   812.5892 218.23209    6 16
11510   871.9115 441.92993    14 16
11511   399.0302 2269.76    12 16
11512   349.34067 1059.7314    6 16
11513   530.5914 1455.5549    4 16
11514   146.36383 685.88635    6 16
11515   854.6283 153.73111    6 16
11516   313.503 871.8914    2 16
11517   636.2496 1651.1653    2 16
11518   705.6743 1551.1807    6 16
11519   658.9723 321.903    8 16
11520   763.6022 904.928    8 16
11521   155.53354 947.52625    14 16
11522   75.07048 1360.857    14 16
11523   79.68369 1147.1339    14 16
11524   583.6139 1526.7402    6 16
11525   1409.0991 743.24786    16 16
11526   810.7942 131.23325    16 16
11527   1.6834822 559.4302    4 16
11528   868.6992 36.14244    8 16
11529   293.65192 64.00342    18 16
11530   803.3329 430.17947    8 16
11531   577.4253 1318.8027    14 16
11532   1656.0806 1041.5493    84 96
11533   134.5216 785.6398    10 16
11534   198.41888 369.8676    16 16
11535   142.45584 1557.9688    2 16
11536   145.12822 852.57336    8 16
11537   544.53864 1086.8179    26 16
11538   616.07446 111.84639    6 16
11539   207.4848 829.3733    8 16
11540   100.25578 1394.7078    16 16
11541   823.203 1564.5516    6 16
11542   790.03296 972.6559    14 16
11543   566.5424 1399.5427    8 16
11544   588.7544 1166.8341    2 16
11545   885.1124 2015.7389    6 16
11546   868.6322 54.401356    2 16
11547   354.28015 28.640808    8 16
11548   268.65042 1560.005    16 16
11549   390.92352 199.20782    14 16
11550   339.15616 1678.5461    2 16
11551   1168.5739 1239.1382    14 16
11552   517.7089 1562.8635    2 16
11553   114.398705 1133.2498    14 16
11554   1538.9197 1294.6423    16 16
11555   332.04553 1558.7137    14 16
11556   818.7257 774.5614    14 16
11557   301.51407 1482.0828    2 16
11558   871.9115 417.20093    14 16
11559   202.04283 500.30453    4 16
11560   131.01587 281.5849    16 16
11561   350.11487 567.9142    14 16
11562   376.1836 706.43256    14 16
11563   836.68567 841.29614    2 16
11564   842.91907 1474.8607    2 16
11565   881.6145 636.67206    10 16
11566   519.50305 1608.1893    8 16
11567   799.92773 167.54004    8 16
11568   792.2241 1561.7703    8 16
11569   457.73007 132.10095    10 16
11570   714.26855 407.69196    14 16
11571   884.61 227.37167    6 16
11572   812.74963 2152.4053    6 16
11573   334.0991 -1.8344803    14 16
11574   1283.5046 1521.3451    84 96
11575   382.01746 1128.134    12 16
11576   562.9314 2156.9558    14 16
11577   461.47418 80.698425    12 16
11578   231.6168 2000.4387    16 16
11579   172.18369 663.1082    6 16
11580   341.7921 2253.3152    14 16
11581   311.87946 931.8773    6 16
11582   626.1587 442.2617    8 16
11583   332.3055 1340.5697    16 16
11584   698.606 268.83722    14 16
11585   311.95453 1564.998    6 16
11586   258.17316 975.64825    6 16
11587   466.34045 2252.2295    14 16
11588   230.02582 1373.0486    6 16
11589   293.2102 956.9629    6 16
11590   97.95767 1036.2986    2 16
11591   782.0674 130.1001    16 16
11592   26.41073 241.22702    4 16
11593   1147.9358 2098.7153    101 80
11594   378.4018 1496.3489    4 16
11595   1369.817 1885.7925    6 16
11596   157.77597 1284.2552    12 16
11597   622.0189 825.88354    8 16
11598   1381.1687 932.975    101 80
11599   472.52728 2026.1007    6 16
11600   41.314217 806.05994    8 16
11601   174.14278 2104.355    2 16
11602   652.58264 1318.9716    10 16
11603   813.9155 830.06946    14 16
11604   353.9746 1267.8501    4 16
11605   416.849 1580.2739    8 16
11606   229.02086 254.97516    6 16
11607   139.5059 1114.1317    14 16
11608   548.6135 371.7063    12 16
11609   492.46716 1505.6382    8 16
11610   617.26355 2275.1104    2 16
11611   103.17375 367.75208    18 16
11612   66.6357 609.77075    14 16
11613   490.20236 1250.0817    8 16
11614   342.86755 803.5668    28 16
11615   607.4569 731.7389    14 16
11616   1441.6853 1778.4174    16 16
11617   348.26062 631.50464    8 16
11618   478.4948 2161.8096    14 16
11619   161.99736 219.95052    8 16
11620   93.8645 75.619934    4 16
11621   582.53894 2077.383    6 16
11622   449.1419 1571.6294    6 16
11623   487.56305 704.50183    8 16
11624   771.522 2065.684    12 16
11625   161.56447 558.6477    14 16
11626   381.1836 696.48267    4 16
11627   887.0956 464.97284    6 16
11628   791.1311 1664.9529    14 16
11629   494.9801 2079.7197    12 16
11630   482.75397 686.06006    14 16
11631   840.9832 2023.1296    8 16
11632   39.584312 783.38446    14 16
11633   70.300705 280.98993    8 16
11634   808.74963 2163.2925    14 16
11635   656.9037 -0.24208689    6 16
11636   539.6771 312.74646    2 16
11637   231.87898 59.900764    8 16
11638   741.8027 1280.1965    16 16
11639   1101.4458 2080.4858    24 16
11640   718.8935 2140.2158    14 16
11641   605.19745 1560.682    8 16
11642   138.48447 1133.2498    6 16
11643   14.976017 1023.88477    6 16
11644   194.17227 2144.2412    14 16
11645   592.88025 369.628    12 16
11646   656.9004 2294.8394    2 16
11647   358.87897 2216.7021    8 16
11648   268.02017 1647.6278    14 16
11649   666.46857 1629.0532    14 16
11650   61.637527 1220.9026    12 16
11651   756.45496 116.598946    6 16
11652   668.3972 535.52527    2 16
11653   791.89307 1544.2368    8 16
11654   520.0248 1165.3823    8 16
11655   588.5226 160.67665    14 16
11656   1458.1294 192.64032    42 16
11657   1158.9211 1157.4886    2 16
11658   877.33496 451.4843    6 16
11659   45.040054 1236.4612    20 16
11660   517.0719 20.29108    8 16
11661   386.11542 552.80396    8 16
11662   394.43948 552.80396    6 16
11663   559.8377 1610.401    6 16
11664   260.1574 291.18973    6 16
11665   359.86154 1574.7979    6 16
11666   659.52844 1328.0951    4 16
11667   1508.6245 128.37927    84 96
11668   480.77368 2018.6365    8 16
11669   386.05432 2049.2554    6 16
11670   433.45984 2136.2417    18 16
11671   226.3139 1340.8533    16 16
11672   781.8588 373.8589    14 16
11673   688.56445 1361.8267    6 16
11674   792.28894 615.2776    6 16
11675   240.25763 268.9971    12 16
11676   428.47736 570.7965    14 16
11677   471.81305 287.5746    16 16
11678   746.8357 560.69495    6 16
11679   203.6939 1403.569    12 16
11680   796.4946 144.88454    14 16
11681   1126.1198 1921.0051    101 80
11682   165.794 236.34113    4 16
11683   849.797 1614.054    16 16
11684   527.0757 2218.5693    2 16
11685   868.2617 378.7655    14 16
11686   549.03345 1416.3511    2 16
11687   396.7901 2081.7502    6 16
11688   618.4574 1103.0576    26 16
11689   684.32416 284.83545    6 16
11690   114.59899 932.7032    12 16
11691   648.2827 403.60202    6 16
11692   545.1492 1503.7168    14 16
11693   555.6221 595.7041    8 16
11694   1222.0103 1319.8943    8 16
11695   425.60336 826.64545    2 16
11696   263.59515 568.2442    8 16
11697   737.83765 2210.6836    12 16
11698   1080.3882 488.61536    24 16
11699   436.0551 12.446733    12 16
11700   451.51996 696.3987    2 16
11701   172.45126 441.543    12 16
11702   122.293106 878.27026    6 16
11703   1630.977 964.9723    14 16
11704   879.9613 680.099    12 16
11705   120.769936 1013.9471    6 16
11706   233.27325 651.6315    6 16
11707   717.9269 1611.0853    8 16
11708   56.5091 327.57343    6 16
11709   974.52075 697.1629    42 16
11710   758.05023 349.72803    8 16
11711   473.43866 109.06996    8 16
11712   433.55304 1541.5076    8 16
11713   725.5393 1677.0579    2 16
11714   1506.4078 555.6652    84 96
11715   619.4236 1216.36    14 16
11716   268.1548 1411.9102    2 16
11717   172.45126 418.7777    12 16
11718   651.2609 2157.7114    14 16
11719   397.5586 213.78033    6 16
11720   167.14581 611.40204    16 16
11721   866.256 130.4661    14 16
11722   848.72754 1528.6863    6 16
11723   740.79456 388.86697    16 16
11724   636.38666 229.37741    4 16
11725   799.7228 787.9906    8 16
11726   846.0967 386.65894    12 16
11727   668.01685 1434.4507    6 16
11728   436.8227 2287.937    14 16
11729   721.275 1447.4679    6 16
11730   483.27164 825.48364    18 16
11731   123.20528 1032.0334    4 16
11732   61.57099 326.77594    20 16
11733   648.1312 267.7411    6 16
11734   141.21622 1445.6458    2 16
11735   120.18373 408.5235    8 16
11736   59.7377 1271.7063    14 16
11737   837.6543 871.52997    2 16
11738   709.2185 199.90576    8 16
11739   543.3458 15.443573    6 16
11740   40.419754 1111.9124    8 16
11741   28.51707 963.6121    6 16
11742   307.17212 584.9076    6 16
11743   790.82495 1998.799    6 16
11744   1157.271 1802.1796    24 16
11745   193.2261 1553.0027    2 16
11746   277.54785 239.6896    2 16
11747   369.73563 246.65373    6 16
11748   362.21082 1248.3867    4 16
11749   609.0061 503.3473    8 16
11750   160.13924 2000.4736    4 16
11751   823.01355 2159.55    14 16
11752   203.41881 1283.1868    2 16
11753   86.13988 317.0008    10 16
11754   652.47614 1992.8533    2 16
11755   157.0495 780.4858    4 16
11756   702.4691 999.96063    6 16
11757   582.9562 1591.6282    6 16
11758   533.6078 2057.9883    6 16
11759   1070.427 1889.7421    4 16
11760   405.34238 492.49066    20 16
11761   730.9762 393.952    8 16
11762   1348.5591 390.586    42 16
11763   387.1036 1200.3069    14 16
11764   388.9602 1097.246    8 16
11765   716.1697 592.64404    6 16
11766   11.470625 573.0818    8 16
11767   161.08405 2114.3267    2 16
11768   52.03741 2143.6548    2 16
11769   16.976192 298.07657    8 16
11770   535.2462 115.553604    8 16
11771   363.52402 113.63133    12 16
11772   637.2036 1469.1117    14 16
11773   535.82214 770.62494    8 16
11774   65.681244 1014.131    6 16
11775   44.48408 975.6895    4 16
11776   1044.9459 1217.8381    63 128
11777   546.886 108.03194    8 16
11778   1027.0913 2086.1948    24 16
11779   180.0878 1619.4854    2 16
11780   487.97217 84.66835    8 16
11781   1390.5259 821.3579    18 16
11782   400.31464 628.2787    30 16
11783   327.00098 386.6248    24 16
11784   1.2230468 692.22375    4 16
11785   359.6738 1525.1807    16 16
11786   692.741 1560.6091    4 16
11787   733.8357 896.8706    6 16
11788   845.3854 351.9049    6 16
11789   254.78717 521.6876    18 16
11790   2.7111106 1121.2175    6 16
11791   561.818 1366.3226    12 16
11792   301.15167 2217.148    6 16
11793   561.3121 384.17615    2 16
11794   734.81494 451.66528    2 16
11795   28.570438 750.01355    8 16
11796   562.0575 1298.071    14 16
11797   487.99756 650.2556    8 16
11798   852.9891 828.6953    14 16
11799   834.7832 951.2167    2 16
11800   412.38177 2076.188    8 16
11801   164.96683 899.4589    4 16
11802   44.92151 903.9352    2 16
11803   97.23065 1328.565    20 16
11804   1110.8137 2056.0308    24 16
11805   400.75153 826.64545    26 16
11806   315.74097 294.50806    4 16
11807   319.6192 1169.7509    14 16
11808   767.8856 95.036995    14 16
11809   1034.6238 1461.9479    42 16
11810   706.3126 621.81445    4 16
11811   519.9443 535.4978    14 16
11812   332.08142 1290.4003    14 16
11813   242.32533 2287.1313    4 16
11814   834.67084 1632.1868    16 16
11815   580.2024 305.93976    8 16
11816   390.75763 1396.3746    2 16
11817   104.63588 976.2969    8 16
11818   241.18936 1680.6343    16 16
11819   683.49664 1383.1498    10 16
11820   488.3656 880.3884    4 16
11821   1448.2747 1637.8994    16 16
11822   188.05133 173.4604    28 16
11823   706.9831 2216.308    14 16
11824   168.6854 1118.669    8 16
11825   432.42407 696.3987    6 16
11826   844.4092 773.45264    14 16
11827   280.24472 631.3465    8 16
11828   319.59912 487.71246    4 16
11829   321.02032 257.74615    2 16
11830   1072.9314 619.3578    14 16
11831   353.19806 1078.4564    8 16
11832   179.15796 2027.3347    2 16
11833   114.81119 1339.9257    12 16
11834   839.643 996.00024    2 16
11835   473.68542 195.24811    8 16
11836   190.05133 190.16023    24 16
11837   411.81796 345.39056    18 16
11838   1233.6091 1285.9352    42 16
11839   125.1897 313.45346    6 16
11840   142.32994 593.066    14 16
11841   227.67245 733.66437    4 16
11842   1139.5096 1253.3447    6 16
11843   291.73245 676.2601    8 16
11844   26.364464 1275.9918    6 16
11845   664.82074 2248.185    14 16
11846   808.09973 1581.9021    14 16
11847   530.88446 1147.0459    8 16
11848   577.87573 1008.3816    18 16
11849   735.67114 2190.6987    12 16
11850   67.64763 1066.9202    4 16
11851   205.37381 2055.0774    8 16
11852   805.89813 1682.2034    14 16
11853   82.08399 120.27365    12 16
11854   729.7613 882.1751    18 16
11855   714.9591 1134.6066    16 16
11856   208.87225 565.8894    8 16
11857   121.27209 1058.3599    6 16
11858   1597.3547 571.85913    24 16
11859   1642.587 1764.4304    24 16
11860   1168.9252 2022.6594    6 16
11861   24.941248 591.69775    12 16
11862   625.0518 1369.152    12 16
11863   277.3395 1283.0684    2 16
11864   378.10135 251.42593    2 16
11865   881.4647 831.0759    8 16
11866   811.0128 1132.0103    8 16
11867   685.59406 626.6834    14 16
11868   798.07324 948.1063    26 16
11869   623.7792 973.94836    26 16
11870   531.975 535.4978    14 16
11871   118.976135 1563.4312    6 16
11872   1448.852 458.18842    16 16
11873   653.0589 336.49042    14 16
11874   400.07892 1411.9084    14 16
11875   847.5089 708.04834    6 16
11876   517.7604 1685.849    8 16
11877   339.38824 265.2038    10 16
11878   269.82733 144.75766    20 16
11879   28.323387 939.6008    12 16
11880   81.950775 834.21954    6 16
11881   793.3361 2086.5962    14 16
11882   415.40417 46.47207    14 16
11883   311.70145 145.52939    14 16
11884   671.3342 2176.4622    8 16
11885   762.7042 2114.2163    10 16
11886   473.7268 -4.8356247    6 16
11887   349.694 1041.5371    6 16
11888   807.70593 614.9828    12 16
11889   637.2566 1510.5558    6 16
11890   498.81427 746.80664    8 16
11891   437.42078 2200.3965    2 16
11892   421.63165 2175.2876    16 16
11893   432.90628 1580.2739    2 16
11894   185.86505 1456.1425    2 16
11895   810.1151 393.96613    12 16
11896   828.4249 2094.7173    12 16
11897   377.15845 820.30396    2 16
11898   565.8561 1199.9861    8 16
11899   264.11612 695.78235    8 16
11900   883.14233 1495.6582    84 96
11901   80.4193 296.27982    8 16
11902   353.48654 1096.7998    12 16
11903   254.50372 1596.2429    14 16
11904   470.96722 421.14673    14 16
11905   50.271423 488.8233    8 16
11906   82.74976 622.9271    8 16
11907   740.3981 657.0662    6 16
11908   674.33887 1283.4912    2 16
11909   456.79626 536.1135    14 16
11910   714.0065 735.3146    8 16
11911   126.6315 1056.0093    14 16
11912   428.18835 1299.2354    14 16
11913   5.0943985 67.529625    8 16
11914   711.05664 1430.3159    4 16
11915   347.83673 308.70386    4 16
11916   1209.4568 1254.6611    14 16
11917   698.2501 2123.3257    26 16
11918   413.04395 1485.6567    8 16
11919   483.49338 114.74648    8 16
11920   567.2019 412.77844    8 16
11921   366.39215 906.43976    28 16
11922   393.88245 1037.6721    8 16
11923   1734.4126 2021.0654    84 96
11924   366.2834 742.0566    4 16
11925   63.055054 692.2178    6 16
11926   585.16785 1388.9851    14 16
11927   215.18866 1324.1036    12 16
11928   421.386 2228.4019    14 16
11929   516.91766 230.86356    8 16
11930   777.25494 1474.791    2 16
11931   400.07892 1394.1555    14 16
11932   350.8883 621.84814    16 16
11933   103.747314 331.9898    4 16
11934   1000.17334 1773.3317    101 80
11935   1013.7988 1315.4868    42 16
11936   562.077 519.95703    4 16
11937   474.96722 432.68506    6 16
11938   296.365 350.65405    4 16
11939   194.27893 146.48376    28 16
11940   513.69037 2143.7007    4 16
11941   785.8267 2201.146    14 16
11942   7.991666 1112.2124    14 16
11943   473.36902 616.3744    8 16
11944   656.47327 1490.7654    6 16
11945   380.8953 98.04266    8 16
11946   671.23376 815.7878    6 16
11947   588.4071 614.9237    6 16
11948   658.5022 517.99243    8 16
11949   314.31732 2061.8687    14 16
11950   610.7334 302.46777    14 16
11951   844.4613 718.2132    4 16
11952   145.01663 1136.436    8 16
11953   85.05285 472.11774    6 16
11954   547.60297 2197.1553    16 16
11955   89.333015 597.199    2 16
11956   399.49802 1630.6472    14 16
11957   101.105835 1056.0093    14 16
11958   191.47235 751.67896    4 16
11959   700.2867 1327.295    8 16
11960   661.85156 1474.6965    4 16
11961   471.37628 732.53284    8 16
11962   821.52356 924.7344    2 16
11963   120.10809 259.91794    4 16
11964   1226.9063 300.73807    42 16
11965   64.02607 1038.8047    14 16
11966   669.17566 444.7047    16 16
11967   1417.6066 1806.6611    28 16
11968   750.6577 249.70929    18 16
11969   528.17664 588.7809    8 16
11970   117.398705 1118.2284    8 16
11971   87.79286 173.72017    24 16
11972   -0.5586815 536.4641    14 16
11973   359.3328 1200.4359    12 16
11974   681.4369 1399.333    10 16
11975   1728.9307 561.6211    101 80
11976   245.2525 98.3232    6 16
11977   639.55615 208.31763    8 16
11978   206.06532 338.774    4 16
11979   867.98364 657.12463    10 16
11980   324.24146 986.96423    12 16
11981   11.726757 623.96533    12 16
11982   746.6953 2043.3223    12 16
11983   5.58117 298.07657    6 16
11984   1173.6985 1474.7466    42 16
11985   559.891 1437.5908    14 16
11986   408.31464 1065.6023    8 16
11987   442.53464 2107.6348    14 16
11988   109.54559 438.28424    8 16
11989   869.1717 1482.1729    6 16
11990   722.49414 1442.4705    4 16
11991   340.20227 776.8793    6 16
11992   290.84888 2207.83    6 16
11993   360.46732 1428.346    14 16
11994   682.78217 1133.7864    8 16
11995   562.0786 1144.5742    2 16
11996   132.65868 1382.106    12 16
11997   217.30476 1578.2385    14 16
11998   369.928 373.09125    2 16
11999   413.95996 1212.55    14 16
12000   815.3783 2258.6167    4 16
12001   358.3496 2066.5942    6 16
12002   631.3136 179.05182    18 16
12003   405.45117 274.39648    4 16
12004   273.88965 724.142    14 16
12005   3.1928425 -3.5511332    8 16
12006   700.02716 390.7271    14 16
12007   652.0945 2096.2773    4 16
12008   119.737015 335.4654    10 16
12009   684.6261 128.4921    8 16
12010   848.8787 1993.408    8 16
12011   1622.886 1530.5261    24 16
12012   427.82147 1610.081    8 16
12013   817.1465 783.39026    14 16
12014   279.9897 771.7928    8 16
12015   17.244015 1097.773    12 16
12016   254.34262 821.3136    6 16
12017   286.17303 1370.2577    16 16
12018   350.83618 787.494    10 16
12019   787.2832 417.9798    6 16
12020   0.12908459 472.11774    4 16
12021   214.27835 79.11554    16 16
12022   515.2864 1314.0549    12 16
12023   1383.689 803.0967    28 16
12024   253.23141 2237.0288    6 16
12025   329.24426 251.3833    6 16
12026   1378.5056 1865.1522    24 16
12027   1600.4299 2139.8896    42 16
12028   341.22324 594.432    4 16
12029   278.49878 871.64355    14 16
12030   53.360176 370.53165    2 16
12031   721.1655 216.43965    14 16
12032   698.7073 691.4392    18 16
12033   560.71906 1589.4827    2 16
12034   1831.1393 1179.1675    4 16
12035   765.9492 1586.1521    6 16
12036   509.69037 2127.3857    12 16
12037   413.90442 554.161    16 16
12038   90.232574 1209.8492    4 16
12039   340.53928 439.4834    6 16
12040   722.8876 2239.7778    12 16
12041   1177.2097 1277.9094    28 16
12042   18.168749 759.8275    6 16
12043   176.0188 1150.8317    12 16
12044   355.9077 6.45875    14 16
12045   483.53287 2060.119    6 16
12046   727.9762 370.3964    14 16
12047   428.65112 1434.3206    8 16
12048   222.83304 2274.7153    6 16
12049   565.0762 1190.4619    2 16
12050   149.60626 298.94437    12 16
12051   109.19273 1111.742    6 16
12052   950.7932 443.3551    72 112
12053   415.13275 915.74164    14 16
12054   735.17676 1373.0317    4 16
12055   5.1418266 765.723    6 16
12056   731.73236 144.63275    14 16
12057   195.90358 993.3146    2 16
12058   263.83252 871.64355    14 16
12059   382.93042 2057.4521    2 16
12060   1001.72205 1656.9668    24 16
12061   1601.3965 1864.6339    42 16
12062   559.02515 1033.4099    4 16
12063   836.45215 1046.3638    16 16
12064   589.5274 1664.3335    8 16
12065   236.6045 1556.8837    16 16
12066   232.62323 190.58632    4 16
12067   642.7678 2087.7854    4 16
12068   93.72799 223.956    8 16
12069   696.4925 159.66254    6 16
12070   226.44821 1680.6343    16 16
12071   593.33075 354.43036    14 16
12072   201.83252 300.48615    4 16
12073   654.0773 1548.1626    12 16
12074   38.08605 1134.1143    14 16
12075   421.0905 1385.4646    14 16
12076   390.8402 927.6614    2 16
12077   827.0996 1417.6836    8 16
12078   515.64105 689.37384    6 16
12079   813.3084 793.4351    4 16
12080   811.7865 148.50893    16 16
12081   99.90157 1272.9421    12 16
12082   804.3672 1484.353    2 16
12083   285.95468 955.58795    8 16
12084   610.73694 45.751255    8 16
12085   1607.7578 870.36884    12 16
12086   831.2584 704.8301    6 16
12087   402.17612 113.01885    14 16
12088   416.3849 704.22144    14 16
12089   1449.0963 248.44067    16 16
12090   336.32294 1096.7998    12 16
12091   201.83527 287.29523    12 16
12092   824.4026 80.36055    14 16
12093   347.72125 2283.1528    8 16
12094   868.97406 2075.5723    8 16
12095   120.47973 799.8273    8 16
12096   552.1207 586.0903    4 16
12097   850.18536 2003.5403    14 16
12098   420.4041 405.64093    4 16
12099   179.31633 364.42844    4 16
12100   472.37628 738.86304    6 16
12101   579.7594 553.8718    18 16
12102   249.926 587.8967    8 16
12103   1703.9434 467.59192    24 16
12104   610.46423 2017.8175    12 16
12105   791.01654 2053.6387    6 16
12106   549.0657 972.10046    14 16
12107   806.60535 1631.6179    14 16
12108   192.32028 352.68832    10 16
12109   567.9833 1251.3745    14 16
12110   818.4895 208.61621    14 16
12111   639.3956 2161.9976    6 16
12112   863.81055 2269.8823    6 16
12113   293.3288 708.20935    6 16
12114   378.85913 2019.6362    20 16
12115   386.59378 1559.8535    8 16
12116   311.03076 329.97296    8 16
12117   34.468155 79.25845    2 16
12118   52.416595 1103.1301    6 16
12119   714.0794 517.88904    14 16
12120   1758.2283 906.01917    101 80
12121   878.3668 1581.0607    14 16
12122   1612.523 758.60046    42 16
12123   488.19803 370.659    14 16
12124   619.13965 1069.4791    2 16
12125   775.84216 845.76874    8 16
12126   70.45906 359.13394    4 16
12127   504.43982 2212.5693    4 16
12128   802.7743 1568.1277    2 16
12129   654.4255 748.4613    4 16
12130   134.67502 751.3119    8 16
12131   565.93274 990.4894    8 16
12132   863.4153 570.7112    6 16
12133   18.13996 39.666428    4 16
12134   282.79846 1631.2466    2 16
12135   669.8528 426.19836    6 16
12136   881.56305 1499.5903    6 16
12137   327.39374 809.87823    14 16
12138   325.56573 429.42853    2 16
12139   677.12744 346.45004    2 16
12140   700.2003 776.0885    8 16
12141   267.10242 753.35864    6 16
12142   11.343068 787.7566    4 16
12143   295.7729 1393.1152    12 16
12144   1475.9664 432.58984    24 16
12145   684.0195 181.51581    8 16
12146   1119.0754 686.85474    14 16
12147   220.12686 2265.2556    6 16
12148   241.9013 146.38394    20 16
12149   387.61148 896.1803    14 16
12150   678.8749 2248.185    14 16
12151   588.3815 215.8218    18 16
12152   867.5924 666.7369    8 16
12153   218.07916 183.74725    8 16
12154   831.2447 93.871574    6 16
