# Legalization file
2360 148   0.0 0.0     1.0 16.0
22241   933.0606 1124.1714    8 16
22242   1679.8805 138.9467    8 16
22243   532.58606 164.94336    8 16
22244   1485.105 63.6081    8 16
22245   1250.8041 2154.0532    14 16
22246   589.9342 1224.9751    8 16
22247   1146.7369 1088.7031    8 16
22248   352.22998 1582.4352    14 16
22249   158.289 1897.4645    12 16
22250   1329.9777 875.349    8 16
22251   930.7661 491.6178    14 16
22252   1562.4551 1837.4207    14 16
22253   1313.3195 1489.7448    14 16
22254   1649.9832 1362.6854    14 16
22255   604.5071 678.956    14 16
22256   818.7804 2049.247    6 16
22257   947.84595 203.81078    14 16
22258   704.2783 323.47516    6 16
22259   506.52734 1093.7505    2 16
22260   634.37805 1961.157    6 16
22261   1478.3425 230.75592    14 16
22262   727.20544 766.33484    12 16
22263   413.65417 2128.6213    14 16
22264   1711.0928 1924.3202    8 16
22265   1719.8655 2158.2126    14 16
22266   1334.8242 1346.3246    4 16
22267   1205.1301 58.85997    14 16
22268   581.6305 972.5781    4 16
22269   1009.5065 2284.5474    18 16
22270   865.95667 52.48174    8 16
22271   343.11578 1145.073    14 16
22272   1379.1404 2262.54    8 16
22273   1835.8219 1715.095    2 16
22274   325.67163 816.5404    14 16
22275   1298.4225 1558.0486    8 16
22276   183.88257 17.98975    14 16
22277   1159.2722 1076.0009    2 16
22278   588.4338 1139.1943    8 16
22279   1081.2773 91.79204    14 16
22280   1504.062 14.304165    8 16
22281   222.63858 30.695156    14 16
22282   398.59573 1951.9177    14 16
22283   1681.625 1088.2827    8 16
22284   722.30383 510.9491    12 16
22285   199.43744 1975.3796    12 16
22286   645.1091 1578.2235    6 16
22287   88.049934 17.346073    14 16
22288   231.8382 1807.4463    6 16
22289   8.980208 522.3246    8 16
22290   77.5136 2250.1057    6 16
22291   218.59521 243.2195    10 16
22292   181.24799 187.3482    6 16
22293   1575.2574 80.45424    14 16
22294   1533.0817 1074.1641    8 16
22295   229.18112 2260.4417    10 16
22296   760.60596 842.61914    14 16
22297   395.6629 1648.2063    6 16
22298   823.0224 1860.2821    4 16
22299   1202.6289 761.6749    8 16
22300   1459.6384 1049.7843    8 16
22301   850.54156 456.06934    8 16
22302   1851.7727 386.76526    8 16
22303   1013.21204 194.54114    6 16
22304   968.874 2193.685    8 16
22305   1838.8516 523.9098    8 16
22306   177.2359 550.8295    8 16
22307   1049.79 1665.262    14 16
22308   750.941 519.5242    8 16
22309   1307.672 391.88464    14 16
22310   8.312041 375.2812    8 16
22311   796.82886 2128.9556    6 16
22312   1173.9768 372.964    14 16
22313   1404.8977 1951.3301    6 16
22314   1752.8828 2043.9976    14 16
22315   278.58276 1634.2155    18 16
22316   611.7529 554.14307    12 16
22317   1351.3018 815.9217    6 16
22318   1642.5603 2090.9272    14 16
22319   863.6887 2111.98    14 16
22320   1577.6516 1510.7998    14 16
22321   1551.6743 2296.7654    2 16
22322   948.2932 91.71406    8 16
22323   1723.9493 323.05713    14 16
22324   313.62714 1305.8114    6 16
22325   346.99582 2322.0903    8 16
22326   1210.9288 726.24695    8 16
22327   1316.581 1617.7041    8 16
22328   320.11716 236.11533    6 16
22329   1693.5569 322.71506    14 16
22330   512.9789 1818.4346    12 16
22331   -0.83990145 479.33606    14 16
22332   1724.3914 34.889435    8 16
22333   226.2886 622.0432    14 16
22334   1527.7349 -0.56527853    8 16
22335   1766.2859 1666.5724    14 16
22336   784.4877 724.9864    14 16
22337   1112.2446 111.18227    14 16
22338   1791.8337 2179.4302    14 16
22339   1187.234 1429.5017    6 16
22340   366.75244 1396.8997    6 16
22341   790.87585 1594.0083    14 16
22342   868.0912 1135.2693    8 16
22343   892.6554 289.36548    6 16
22344   1332.9983 1587.5164    8 16
22345   1636.8511 1908.9983    8 16
22346   1334.376 479.2268    8 16
22347   508.1886 963.3026    8 16
22348   427.61136 91.29938    12 16
22349   787.8643 1930.3167    6 16
22350   1440.582 1025.2517    8 16
22351   490.21777 904.8734    14 16
22352   478.14648 1130.7456    6 16
22353   803.49115 1228.8018    14 16
22354   426.18494 2318.274    14 16
22355   1063.5249 1630.742    14 16
22356   1284.6155 211.54727    8 16
22357   1292.5532 299.6203    14 16
22358   865.95667 45.503075    8 16
22359   378.87854 53.569405    6 16
22360   1821.7595 2005.9203    8 16
22361   819.4508 2141.4038    6 16
22362   752.1497 860.1882    14 16
22363   1480.6785 1378.4702    14 16
22364   1451.1091 1897.1106    14 16
22365   629.23596 362.2859    10 16
22366   1378.5419 216.65608    8 16
22367   1779.0903 16.353771    14 16
22368   805.60767 1147.077    6 16
22369   1795.5144 2005.9203    8 16
22370   662.9935 475.3885    12 16
22371   1127.0269 1084.6443    8 16
22372   47.305016 407.09192    14 16
22373   1194.4946 1349.8234    6 16
22374   703.3484 188.03212    14 16
22375   1303.8027 7.0023384    14 16
22376   459.9956 1124.2847    6 16
22377   543.79236 2130.2437    8 16
22378   525.01184 636.39636    12 16
22379   966.786 813.0569    8 16
22380   1288.5543 2175.1987    14 16
22381   362.81458 566.87134    6 16
22382   1539.5542 1725.3423    14 16
22383   379.385 1234.7339    6 16
22384   1237.6814 1317.9604    2 16
22385   1589.3777 2267.996    10 16
22386   1809.9836 1831.228    8 16
22387   848.65186 889.54095    14 16
22388   1831.5989 2351.471    14 16
22389   544.33765 1277.559    14 16
22390   1075.2356 2351.1123    18 16
22391   1358.0518 2245.1362    18 16
22392   978.0315 1269.0776    14 16
22393   1467.5288 371.91455    14 16
22394   300.36627 2210.925    8 16
22395   947.70776 1986.6587    18 16
22396   506.10284 671.2731    8 16
22397   764.9475 1231.6675    8 16
22398   369.72528 1944.1093    6 16
22399   844.8033 374.25574    8 16
22400   290.32245 708.4624    6 16
22401   586.8073 1726.5518    6 16
22402   1684.0579 2141.5313    8 16
22403   1159.5454 2049.4824    20 16
22404   15.403385 2191.2207    8 16
22405   339.87125 591.1543    14 16
22406   1331.0023 348.10284    8 16
22407   1663.3398 1669.3835    14 16
22408   539.0677 1648.1122    14 16
22409   1811.8008 1199.4819    14 16
22410   1273.9116 317.19708    14 16
22411   1037.074 31.859062    8 16
22412   1293.1887 177.69028    8 16
22413   227.65585 1436.6199    6 16
22414   1461.4863 1067.1533    8 16
22415   1777.2477 2109.4565    8 16
22416   556.3498 1433.456    14 16
22417   1740.1265 601.66296    8 16
22418   546.0006 1628.7295    6 16
22419   1192.0186 1409.0085    6 16
22420   1127.425 319.88208    8 16
22421   1496.7202 1935.3083    14 16
22422   883.9126 1014.8553    6 16
22423   201.47818 569.123    6 16
22424   950.11194 148.67358    8 16
22425   49.227356 0.44869137    14 16
22426   505.00534 767.7201    12 16
22427   813.42725 403.67114    4 16
22428   1681.0793 1005.49023    8 16
22429   344.78693 2335.3486    14 16
22430   662.91174 1386.364    6 16
22431   833.8493 1524.6973    8 16
22432   10.974506 790.3175    14 16
22433   761.1239 1911.6418    10 16
22434   1355.5641 -1.4640245    14 16
22435   1579.5505 217.43732    8 16
22436   1535.6748 625.7561    6 16
22437   773.4449 151.17206    12 16
22438   568.6406 693.3602    14 16
22439   516.53357 1796.8297    12 16
22440   1858.7825 1832.762    2 16
22441   1051.0891 61.851784    14 16
22442   1846.5311 1737.437    18 16
22443   1456.9802 1124.853    8 16
22444   1434.7861 775.0845    14 16
22445   63.149513 1880.478    12 16
22446   102.20599 1990.5256    14 16
22447   844.0876 2210.2627    12 16
22448   321.0793 1522.7001    8 16
22449   -1.7224531 1205.6804    18 16
22450   386.7773 533.7661    8 16
22451   1113.141 1101.8716    14 16
22452   254.2435 1066.9249    14 16
22453   775.9898 1834.9651    14 16
22454   472.94275 1221.7537    14 16
22455   160.96039 61.293015    8 16
22456   457.55334 825.74097    14 16
22457   542.03845 650.8261    6 16
22458   1866.073 955.19507    6 16
22459   914.317 2245.5073    18 16
22460   722.01184 574.2655    12 16
22461   1341.0142 1534.1746    14 16
22462   1194.4946 1359.8662    6 16
22463   331.3523 1130.812    14 16
22464   1512.8641 546.0659    6 16
22465   1844.1809 559.3242    20 16
22466   156.49727 1952.8553    12 16
22467   1053.0803 -4.1348786    8 16
22468   1785.5215 931.6227    2 16
22469   1352.1758 967.5204    6 16
22470   863.3152 949.8154    14 16
22471   259.80743 424.05682    12 16
22472   269.4965 1073.0791    12 16
22473   242.57169 131.01018    12 16
22474   173.08519 1127.102    12 16
22475   -1.7797565 1245.4897    18 16
22476   231.42847 204.00385    6 16
22477   888.7652 1990.7703    8 16
22478   457.05133 2287.0337    12 16
22479   173.28537 1717.3412    8 16
22480   656.7848 275.2267    18 16
22481   523.8657 1818.4346    8 16
22482   82.98006 1786.9393    14 16
22483   1155.9749 873.0481    14 16
22484   1367.5706 2215.7412    18 16
22485   1618.7662 1120.4246    8 16
22486   246.65799 2008.1941    6 16
22487   440.53815 1313.5258    14 16
22488   932.6322 179.21753    14 16
22489   1835.0874 979.2671    8 16
22490   201.71234 1633.345    6 16
22491   421.8226 1245.6489    2 16
22492   253.1513 1800.1106    6 16
22493   1338.3254 1837.4624    8 16
22494   268.27826 1324.8931    6 16
22495   722.3489 901.52515    14 16
22496   704.3998 295.7954    12 16
22497   440.64166 676.71625    8 16
22498   25.421806 515.54504    8 16
22499   1321.6526 2226.4094    8 16
22500   1737.9847 2249.7317    8 16
22501   246.62088 2231.869    12 16
22502   1641.0134 608.218    8 16
22503   1334.8213 1229.0352    10 16
22504   558.4861 729.0305    6 16
22505   304.26196 1999.0857    12 16
22506   1535.1548 573.1414    6 16
22507   1340.27 1698.683    6 16
22508   762.23413 131.8594    6 16
22509   938.65344 1249.3148    2 16
22510   1466.9211 1258.0203    8 16
22511   272.83746 1446.7646    6 16
22512   332.15903 1940.7019    6 16
22513   1180.0546 1860.4065    6 16
22514   1008.4011 143.81416    8 16
22515   1554.1775 1194.5598    14 16
22516   504.3016 736.83044    12 16
22517   791.5197 796.5097    14 16
22518   1693.5383 634.4009    8 16
22519   1644.582 597.4625    6 16
22520   945.5684 957.54126    14 16
22521   1518.313 601.64197    6 16
22522   1824.6394 423.00787    8 16
22523   1344.3086 276.44714    8 16
22524   1349.1145 173.10648    6 16
22525   1458.1289 927.6553    6 16
22526   1280.1768 563.52386    8 16
22527   584.20386 1368.7001    6 16
22528   1505.698 1877.6075    14 16
22529   1009.55664 1659.3999    14 16
22530   462.35626 605.8479    8 16
22531   783.7092 2145.7131    14 16
22532   105.20599 2003.4353    8 16
22533   1130.9951 1550.2542    14 16
22534   668.56494 313.4264    18 16
22535   1651.4559 148.95222    8 16
22536   1074.5037 2030.2388    18 16
22537   644.20703 1972.0093    6 16
22538   1741.8154 1232.4218    8 16
22539   1130.1519 598.4363    8 16
22540   1386.9744 563.5504    18 16
22541   191.0312 240.55394    8 16
22542   452.5172 427.03876    14 16
22543   863.1382 2223.824    8 16
22544   1709.7483 1714.9739    8 16
22545   8.977697 901.7635    14 16
22546   956.0994 495.2931    14 16
22547   1426.9105 297.17584    8 16
22548   1255.6812 2047.2207    18 16
22549   30.577583 1823.1042    12 16
22550   264.28217 1924.8118    10 16
22551   563.6603 439.39838    14 16
22552   988.7529 93.78279    8 16
22553   1465.2722 619.3783    6 16
22554   692.3407 2323.8477    6 16
22555   373.46597 2047.0557    12 16
22556   1589.957 2015.0161    18 16
22557   217.65887 1326.9338    6 16
22558   670.4769 2117.1675    12 16
22559   866.1384 2129.9414    14 16
22560   333.5807 722.9744    12 16
22561   1068.4949 485.17633    2 16
22562   901.15063 733.67993    14 16
22563   1602.0369 702.83655    18 16
22564   1872.4856 912.15454    6 16
22565   1187.9985 1921.6644    12 16
22566   1393.303 1474.1255    8 16
22567   1796.9202 1504.4917    8 16
22568   130.72684 192.6583    6 16
22569   1327.3794 240.3964    6 16
22570   624.44666 147.19315    14 16
22571   422.25543 1202.645    14 16
22572   1623.6456 761.65784    6 16
22573   1361.5269 1966.9146    18 16
22574   294.32306 1273.4016    4 16
22575   1418.0427 1800.2771    2 16
22576   1484.7406 1475.7372    14 16
22577   57.94436 2073.6619    12 16
22578   781.4923 693.9532    14 16
22579   1022.334 1466.197    8 16
22580   514.3562 83.73518    14 16
22581   1871.2745 1168.5665    8 16
22582   239.52812 1126.3547    12 16
22583   578.7617 1400.6387    2 16
22584   1685.3999 230.85544    8 16
22585   89.15283 1086.5267    14 16
22586   1093.7004 332.25122    14 16
22587   648.8135 219.77017    6 16
22588   1247.0408 951.7889    14 16
22589   716.8052 2236.8296    6 16
22590   704.5131 1403.45    10 16
22591   1790.9395 2206.4785    14 16
22592   1319.422 1903.0349    10 16
22593   1878.7988 1912.3086    6 16
22594   121.30441 1577.7369    6 16
22595   520.5751 1537.9175    14 16
22596   1635.0457 2230.9287    10 16
22597   762.94336 480.02655    14 16
22598   12.66073 1225.5459    18 16
22599   26.27071 1714.2822    8 16
22600   968.874 2217.2378    8 16
22601   867.07263 993.6913    6 16
22602   1015.01056 926.59705    8 16
22603   792.83215 1055.0463    4 16
22604   1160.4404 853.83655    14 16
22605   1785.2158 1628.4644    2 16
22606   59.25483 925.7318    6 16
22607   158.76073 81.29512    6 16
22608   504.39197 1598.1621    6 16
22609   1172.7827 454.44733    14 16
22610   1795.3242 2105.0308    8 16
22611   1348.7744 604.3007    8 16
22612   1570.1819 628.339    6 16
22613   788.60583 2113.2349    8 16
22614   14.920303 456.91217    8 16
22615   1666.9973 1303.2211    8 16
22616   1017.0293 890.2285    8 16
22617   15.403385 2103.2634    8 16
22618   422.1787 2280.9482    12 16
22619   1176.5493 2300.521    20 16
22620   1439.7495 1016.99243    8 16
22621   423.607 1430.6475    6 16
22622   263.15466 1634.2155    18 16
22623   1737.3047 2057.123    14 16
22624   794.8645 1685.7079    6 16
22625   117.46908 1390.1372    18 16
22626   1349.3618 1110.2876    8 16
22627   190.4833 1029.6438    6 16
22628   225.00104 139.27141    12 16
22629   91.18121 1448.4309    8 16
22630   806.6553 749.27686    12 16
22631   132.01279 236.2335    8 16
22632   641.8076 1486.4966    18 16
22633   1825.1809 837.3484    6 16
22634   1597.0405 562.6682    10 16
22635   830.0072 1894.382    4 16
22636   390.39648 123.798416    6 16
22637   1044.7493 2142.645    6 16
22638   241.94943 2299.5925    6 16
22639   558.952 2303.2031    8 16
22640   1081.7953 61.521317    8 16
22641   861.85864 933.688    10 16
22642   1195.2576 873.69116    8 16
22643   1623.8306 508.4344    8 16
22644   1434.9983 499.06042    14 16
22645   891.7384 2170.7388    8 16
22646   924.714 212.86555    14 16
22647   1446.0925 616.9413    6 16
22648   929.56586 370.8791    8 16
22649   1798.4373 1279.321    8 16
22650   1394.146 1204.9426    6 16
22651   175.71494 1558.9983    6 16
22652   1632.0245 2255.7617    2 16
22653   706.5304 592.5706    8 16
22654   593.11554 2254.0168    14 16
22655   25.703869 1004.62585    8 16
22656   372.50018 866.70355    6 16
22657   211.83197 1539.5361    18 16
22658   164.84088 1855.0801    14 16
22659   719.72205 236.1437    8 16
22660   777.00964 32.824936    14 16
22661   1821.522 1572.3479    14 16
22662   921.40247 76.44148    8 16
22663   668.2374 2319.6694    14 16
22664   1449.9918 722.4188    18 16
22665   1240.6729 1991.7842    18 16
22666   390.55933 216.85562    6 16
22667   1270.9688 851.54626    14 16
22668   904.46405 2305.0132    12 16
22669   429.8875 739.8126    14 16
22670   290.71545 1856.9253    8 16
22671   414.29953 1655.0745    6 16
22672   569.3905 847.8762    10 16
22673   1067.2389 924.49817    8 16
22674   1404.8273 334.22662    14 16
22675   1680.7361 1426.8846    8 16
22676   811.2256 1094.6951    8 16
22677   505.38797 1057.0652    12 16
22678   157.90741 2296.5195    10 16
22679   899.5416 1224.5181    14 16
22680   1499.4631 1312.4951    8 16
22681   555.87244 932.6858    8 16
22682   28.63504 2160.5002    12 16
22683   375.4995 315.21222    12 16
22684   104.67961 851.268    8 16
22685   1556.7974 700.6367    14 16
22686   1605.8014 2085.3555    18 16
22687   1822.165 1290.4705    8 16
22688   1515.0427 806.8938    8 16
22689   1223.844 931.79126    14 16
22690   1792.6743 1943.9639    14 16
22691   1566.627 1704.5283    14 16
22692   309.25018 1146.7379    6 16
22693   1008.527 909.0414    8 16
22694   837.25745 1304.8982    6 16
22695   442.59717 73.656235    12 16
22696   1207.9309 1161.989    12 16
22697   1336.7424 2287.927    18 16
22698   1662.6758 193.7751    14 16
22699   386.3454 926.1232    8 16
22700   1410.595 1429.8428    4 16
22701   1336.6836 1552.7153    8 16
22702   157.26678 1078.8367    12 16
22703   1560.9802 1049.96    8 16
22704   135.15178 2246.807    8 16
22705   747.0265 789.19556    8 16
22706   1854.0386 351.51233    8 16
22707   916.81494 2229.5205    8 16
22708   1408.3384 408.72284    10 16
22709   147.87085 1588.4636    6 16
22710   304.10403 451.3431    6 16
22711   1703.4347 1749.2131    14 16
22712   611.73267 1990.081    10 16
22713   1637.7119 12.78376    14 16
22714   475.84085 1635.259    6 16
22715   1230.8279 752.79    14 16
22716   719.99854 1720.7561    6 16
22717   252.28342 1337.1847    2 16
22718   356.50568 158.37314    14 16
22719   273.2804 977.40295    6 16
22720   600.70264 1518.7708    4 16
22721   50.786304 225.9757    12 16
22722   754.14777 1555.5603    8 16
22723   1763.0249 2249.732    8 16
22724   1157.9457 93.829956    8 16
22725   1376.9653 1514.996    14 16
22726   287.31476 1798.658    14 16
22727   1632.7915 756.0195    18 16
22728   916.88654 1255.209    14 16
22729   865.91736 1592.7073    8 16
22730   1109.4927 2203.2275    14 16
22731   227.93073 1947.9977    10 16
22732   91.655334 1274.2712    6 16
22733   288.41333 569.0847    8 16
22734   332.9651 1668.4197    12 16
22735   614.103 1597.5    8 16
22736   868.1456 196.09586    8 16
22737   61.1285 1652.9523    14 16
22738   74.59013 2094.7695    14 16
22739   1085.321 278.90833    8 16
22740   1864.8918 435.17822    8 16
22741   1479.933 192.61401    14 16
22742   1352.5474 1926.8367    12 16
22743   1433.645 247.51651    14 16
22744   833.5679 657.7062    12 16
22745   1031.5283 597.8008    14 16
22746   1299.1287 992.1254    14 16
22747   130.11365 1588.4636    6 16
22748   810.10236 1172.6627    6 16
22749   1047.0939 929.86414    14 16
22750   649.6804 16.933483    8 16
22751   189.40082 1315.2776    6 16
22752   1539.0671 1430.0311    14 16
22753   1345.5011 508.55017    8 16
22754   185.1467 986.3451    8 16
22755   131.3333 1605.8838    8 16
22756   1038.8188 1730.7217    8 16
22757   902.7096 166.58601    14 16
22758   199.16614 2211.3245    12 16
22759   998.74536 1866.1337    8 16
22760   370.91187 2220.9922    12 16
22761   1062.5552 400.77942    6 16
22762   1198.9452 1579.4746    8 16
22763   350.0125 1286.0134    2 16
22764   1765.5083 193.743    14 16
22765   991.6755 2048.4148    18 16
22766   329.91046 1411.9592    10 16
22767   49.322952 964.256    12 16
22768   569.266 1662.7087    6 16
22769   1421.6632 974.6841    6 16
22770   237.16698 1558.1809    18 16
22771   1465.9932 1433.0964    8 16
22772   756.8419 2270.6733    12 16
22773   77.32 5.517907    8 16
22774   200.63681 532.592    14 16
22775   1290.9878 247.09448    2 16
22776   770.2315 2007.5327    6 16
22777   891.14905 1920.3193    8 16
22778   336.84442 703.97815    6 16
22779   1049.3835 1815.3282    6 16
22780   304.6759 1942.7285    6 16
22781   556.02203 756.1731    12 16
22782   1472.0344 110.49087    8 16
22783   1875.3655 1119.8723    14 16
22784   1623.6456 755.49084    6 16
22785   66.03915 1537.8256    8 16
22786   586.22217 1047.9534    8 16
22787   1765.5103 452.56732    14 16
22788   1295.844 769.6703    14 16
22789   1694.7437 1987.9897    6 16
22790   1276.7429 626.77094    8 16
22791   1836.8398 1528.078    14 16
22792   655.8943 1321.4072    14 16
22793   1706.9397 1173.7234    14 16
22794   1722.7754 1727.898    8 16
22795   348.04855 2281.6633    12 16
22796   863.47394 887.8363    14 16
22797   752.673 2130.2473    14 16
22798   1184.1455 1828.1976    6 16
22799   1797.695 929.90247    6 16
22800   1282.4111 1486.1305    8 16
22801   1413.7323 1335.5652    6 16
22802   1636.888 2279.8752    4 16
22803   155.84555 1283.3054    10 16
22804   1027.3362 245.14319    14 16
22805   723.7447 688.43494    8 16
22806   1009.5065 2266.7073    18 16
22807   1229.5447 1372.061    6 16
22808   1409.1423 1901.1743    6 16
22809   1010.77606 849.648    8 16
22810   1271.1702 2207.7505    14 16
22811   275.47543 2045.1616    8 16
22812   443.25427 2314.8936    8 16
22813   137.77655 773.4425    14 16
22814   1198.3447 567.2894    8 16
22815   1162.9708 1261.8901    14 16
22816   291.87674 305.1836    6 16
22817   432.25705 370.28644    8 16
22818   1631.7029 1972.7892    2 16
22819   572.74615 1497.3928    2 16
22820   1448.9858 1212.6975    8 16
22821   1305.8562 1346.5973    6 16
22822   1585.9584 2341.795    2 16
22823   11.862131 1934.5017    14 16
22824   1666.4066 2313.3765    8 16
22825   375.20914 2128.359    12 16
22826   1608.0789 819.2167    6 16
22827   163.94595 1742.5448    8 16
22828   428.54544 1994.3672    8 16
22829   893.2185 1754.3486    18 16
22830   327.86856 608.05444    6 16
22831   1040.6492 169.49002    14 16
22832   329.44916 373.001    6 16
22833   1496.2235 1726.26    8 16
22834   1061.2139 719.77057    8 16
22835   155.86462 1023.78455    12 16
22836   1532.0361 950.1734    14 16
22837   1151.9849 1876.5812    10 16
22838   1609.0203 258.58997    8 16
22839   343.93604 698.90173    6 16
22840   1498.8091 110.98858    14 16
22841   944.47314 453.52234    8 16
22842   704.28046 834.9193    14 16
22843   1087.0591 1960.2599    6 16
22844   1850.3628 227.5598    8 16
22845   535.4953 1551.2236    4 16
22846   1270.8901 1700.3108    14 16
22847   1837.2289 755.66174    8 16
22848   723.0852 1681.6064    6 16
22849   969.5477 1430.4795    8 16
22850   1634.9875 1686.425    8 16
22851   291.77026 145.17267    6 16
22852   37.369118 1325.501    10 16
22853   1597.1675 621.69385    6 16
22854   255.38705 2177.3838    12 16
22855   1405.8794 762.2919    14 16
22856   692.9651 1505.2705    14 16
22857   1084.5391 1728.1196    8 16
22858   1809.032 387.67993    8 16
22859   146.49033 929.5472    12 16
22860   1367.2891 773.0776    8 16
22861   989.9728 912.7213    8 16
22862   1534.97 398.28638    6 16
22863   1312.5774 1351.7778    8 16
22864   1243.069 1105.6533    8 16
22865   520.98145 1394.2107    14 16
22866   633.4938 994.14856    14 16
22867   1596.5833 647.915    6 16
22868   825.39014 2235.2908    12 16
22869   742.0516 2152.1807    8 16
22870   902.24536 461.26007    14 16
22871   1380.2046 513.73596    8 16
22872   1306.7974 2002.9246    6 16
22873   85.62125 1589.4668    8 16
22874   597.02704 437.85992    14 16
22875   689.6065 1414.1833    10 16
22876   103.47081 1370.3384    18 16
22877   1227.1974 1199.9379    8 16
22878   1863.534 1177.7716    14 16
22879   369.8 142.59747    8 16
22880   1864.7795 889.8367    12 16
22881   532.088 1412.4076    14 16
22882   1196.4745 496.1789    14 16
22883   1763.1377 1900.5255    18 16
22884   1395.9323 836.97314    6 16
22885   105.94489 1978.075    8 16
22886   1344.0984 1186.5806    6 16
22887   1440.3206 1877.8335    14 16
22888   133.90111 2340.8481    8 16
22889   1233.7042 373.46625    8 16
22890   297.1355 1464.1179    6 16
22891   599.2953 772.5027    12 16
22892   497.7229 2351.873    8 16
22893   1405.22 1144.0671    14 16
22894   782.09644 515.73315    14 16
22895   1086.294 233.48471    8 16
22896   1129.2402 1213.1228    14 16
22897   893.2185 1764.9429    18 16
22898   1797.7546 1235.2339    14 16
22899   89.21451 1680.2104    8 16
22900   314.89624 1015.2529    12 16
22901   11.75141 1433.478    18 16
22902   529.6299 552.8643    14 16
22903   1756.8872 524.79456    8 16
22904   401.6099 760.622    12 16
22905   661.7517 717.57385    8 16
22906   1848.9884 2183.6724    8 16
22907   1003.4529 302.46564    8 16
22908   1490.6586 1892.5576    14 16
22909   1067.0295 1031.7932    8 16
22910   577.21295 1744.7877    4 16
22911   1782.5386 1153.1357    8 16
22912   184.05331 115.50925    6 16
22913   630.7785 1645.7227    8 16
22914   1142.4921 1063.3816    14 16
22915   583.51917 1570.7808    6 16
22916   1607.553 742.365    8 16
22917   1454.174 936.8628    10 16
22918   1129.8335 1854.8391    14 16
22919   1483.9917 1877.6075    14 16
22920   1043.1538 736.07336    8 16
22921   1449.6333 213.90088    8 16
22922   67.14792 978.58704    6 16
22923   929.32947 2245.5073    18 16
22924   1532.7468 1995.6006    14 16
22925   100.810974 133.15123    12 16
22926   954.55615 2011.0803    8 16
22927   4.985173 334.8714    14 16
22928   1839.859 691.28827    18 16
22929   640.2092 1247.8201    14 16
22930   643.54376 2218.6187    6 16
22931   1292.4642 1251.2426    8 16
22932   383.9414 1492.884    6 16
22933   194.31042 209.3128    14 16
22934   399.85175 2163.776    14 16
22935   1572.7551 195.2097    14 16
22936   1760.7302 2176.6213    14 16
22937   555.06757 2183.8057    12 16
22938   1790.3989 1991.1589    8 16
22939   411.83997 2067.394    14 16
22940   692.2621 1831.5254    10 16
22941   535.46906 452.42706    14 16
22942   15.97982 1306.4993    4 16
22943   1472.4675 426.7677    8 16
22944   1153.4476 1800.1599    6 16
22945   489.90997 2024.168    6 16
22946   1812.4099 329.4713    8 16
22947   458.66263 571.7551    12 16
22948   897.8837 1694.8967    20 16
22949   1315.0253 2085.871    18 16
22950   1636.1514 2289.0889    2 16
22951   1314.2227 500.24237    8 16
22952   838.4247 2008.1023    6 16
22953   455.42325 1068.0657    6 16
22954   1694.0082 2118.102    14 16
22955   372.18057 584.8196    10 16
22956   256.88855 519.5486    14 16
22957   324.56628 1171.4872    4 16
22958   766.44775 201.23514    6 16
22959   25.63341 1325.501    8 16
22960   1791.4163 1235.2339    8 16
22961   1765.7261 1616.8378    14 16
22962   1211.3334 657.401    14 16
22963   116.30446 1040.6526    14 16
22964   495.56793 494.27594    14 16
22965   1521.9346 2196.3137    14 16
22966   1112.2893 1410.4231    14 16
22967   1626.2798 890.7092    8 16
22968   988.3636 1122.0823    14 16
22969   1034.013 2266.1826    8 16
22970   87.55459 1611.7249    6 16
22971   783.92584 1999.5806    14 16
22972   624.18787 1370.1593    6 16
22973   1885.6829 1793.1421    2 16
22974   39.876125 2330.107    8 16
22975   1157.084 393.11234    14 16
22976   1785.8728 2046.822    14 16
22977   1872.8167 1747.012    18 16
22978   416.76392 211.79727    6 16
22979   1078.4021 933.7667    14 16
22980   571.4818 1447.779    14 16
22981   1470.8132 927.6553    8 16
22982   1021.3844 66.81366    8 16
22983   1306.8673 1218.0486    10 16
22984   174.55368 1777.5518    8 16
22985   440.47296 399.72906    14 16
22986   318.42285 446.75766    14 16
22987   892.88696 1795.0422    6 16
22988   716.173 188.60551    8 16
22989   356.63397 1872.3058    12 16
22990   1498.6581 1190.4376    8 16
22991   1706.4307 1326.2329    14 16
22992   1142.9834 143.13261    14 16
22993   52.721825 2148.6226    8 16
22994   252.45944 708.4624    6 16
22995   790.96344 1694.9362    6 16
22996   1001.72656 1062.4219    18 16
22997   946.1024 1216.3948    14 16
22998   1246.9376 1610.1151    8 16
22999   1531.3923 2161.149    14 16
23000   1197.6422 1829.9015    4 16
23001   1262.727 1654.259    8 16
23002   863.7573 1486.3391    6 16
23003   1644.5657 30.749382    8 16
23004   978.7642 57.171013    8 16
23005   1331.0568 1038.2965    8 16
23006   716.72205 248.36911    14 16
23007   1015.6129 1362.1309    8 16
23008   1087.8479 1098.4153    6 16
23009   1172.8788 282.50482    14 16
23010   138.48563 1245.883    18 16
23011   290.69385 2306.8848    8 16
23012   876.09607 1718.3606    6 16
23013   1169.5183 358.54163    8 16
23014   687.9502 1082.249    14 16
23015   66.68916 441.27814    12 16
23016   673.78064 113.852356    14 16
23017   703.2436 1889.7532    10 16
23018   211.79355 2263.7197    10 16
23019   221.45518 1727.114    18 16
23020   820.182 348.1161    8 16
23021   1228.1506 1362.0183    6 16
23022   1853.6816 1863.7822    6 16
